                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    303,                0.51921,                0.42254,                0.93359,                 0.9853,                0.97354,                0.97942,                0.92555,                0.35411,                0.30228,                0.86989,             0.00033655,             0.00033655,             0.00033655
                    304,                0.54041,                0.43995,                0.93146,                0.98728,                0.97123,                 0.9798,                0.91961,                0.37141,                0.31281,                0.87558,              0.0003349,              0.0003349,              0.0003349
                    305,                0.49214,                0.39975,                 0.9101,                0.99028,                0.97091,                0.98045,                0.92407,                0.35883,                0.30949,                0.87577,             0.00033325,             0.00033325,             0.00033325
                    306,                0.50983,                0.43328,                0.90661,                0.98503,                0.97227,                0.98006,                0.92067,                0.36243,                0.31723,                0.87638,              0.0003316,              0.0003316,              0.0003316
                    307,                0.50453,                0.41732,                0.91714,                0.97981,                0.96486,                0.97899,                0.92538,                0.34846,                0.32182,                0.87051,             0.00032995,             0.00032995,             0.00032995
                    308,                0.53176,                0.42013,                0.92928,                0.98675,                0.97738,                0.98053,                0.92834,                0.34841,                0.31212,                0.86868,              0.0003283,              0.0003283,              0.0003283
                    309,                0.49481,                 0.4041,                0.91625,                 0.9855,                0.97176,                0.98046,                0.92539,                0.35585,                0.31709,                0.87071,             0.00032665,             0.00032665,             0.00032665
                    310,                0.51124,                0.42411,                0.92918,                0.98446,                0.97305,                0.97937,                0.92816,                0.35281,                0.30683,                0.87087,               0.000325,               0.000325,               0.000325
                    311,                0.50798,                0.42676,                0.91046,                0.95795,                 0.9557,                0.97692,                0.91734,                0.36711,                0.35186,                0.87518,             0.00032335,             0.00032335,             0.00032335
                    312,                 0.5168,                0.42651,                0.91805,                0.97953,                0.97316,                0.98053,                0.92256,                0.36356,                0.31196,                0.87253,              0.0003217,              0.0003217,              0.0003217
                    313,                0.51686,                0.43177,                0.92987,                0.97156,                0.96645,                0.98027,                0.92259,                0.35898,                0.32095,                0.87244,             0.00032006,             0.00032006,             0.00032006
                    314,                0.52014,                0.42373,                0.93708,                 0.9871,                0.97565,                0.98071,                0.92682,                0.35444,                0.30586,                0.87086,             0.00031841,             0.00031841,             0.00031841
                    315,                0.51591,                 0.4335,                0.92893,                0.97333,                 0.9686,                0.97981,                0.92201,                0.36188,                 0.3281,                0.87289,             0.00031676,             0.00031676,             0.00031676
                    316,                0.50658,                0.40542,                0.91545,                0.98531,                0.97418,                0.98054,                0.92519,                0.35662,                0.30724,                0.87046,             0.00031511,             0.00031511,             0.00031511
                    317,                0.51771,                0.43041,                0.94339,                0.98029,                0.96977,                0.98009,                0.92304,                 0.3651,                0.31384,                 0.8754,             0.00031346,             0.00031346,             0.00031346
                    318,                0.50946,                0.41429,                0.92279,                0.98721,                0.97065,                0.98102,                0.93114,                0.34751,                  0.301,                0.86984,             0.00031181,             0.00031181,             0.00031181
                    319,                0.48758,                0.40283,                0.92712,                0.98975,                0.97524,                0.98069,                0.93021,                0.35247,                0.30378,                0.87097,             0.00031016,             0.00031016,             0.00031016
                    320,                 0.5245,                0.42248,                0.92117,                0.97912,                0.96677,                0.97994,                0.92632,                0.34938,                0.32188,                0.86724,             0.00030851,             0.00030851,             0.00030851
                    321,                0.50574,                0.40875,                0.92563,                0.98811,                0.97574,                0.98131,                0.93153,                 0.3411,                0.29453,                  0.864,             0.00030686,             0.00030686,             0.00030686
                    322,                0.52012,                0.41541,                 0.9154,                0.98481,                 0.9721,                0.98113,                0.92202,                0.36303,                0.30504,                0.87063,             0.00030521,             0.00030521,             0.00030521
                    323,                0.51951,                0.42874,                0.92597,                0.97888,                0.96704,                0.98023,                0.92746,                0.34913,                0.31558,                0.86624,             0.00030356,             0.00030356,             0.00030356
                    324,                0.53139,                0.42322,                0.92947,                0.97728,                0.96783,                0.97881,                0.92677,                0.35287,                0.30982,                0.86833,             0.00030191,             0.00030191,             0.00030191
                    325,                0.50086,                0.41327,                0.91349,                0.98832,                0.97346,                0.97982,                0.92373,                0.35917,                0.29948,                0.86871,             0.00030026,             0.00030026,             0.00030026
                    326,                0.51194,                0.41443,                0.92345,                0.99014,                0.97453,                0.97994,                0.92858,                0.35411,                0.29998,                0.86716,             0.00029861,             0.00029861,             0.00029861
                    327,                0.52023,                0.41516,                0.91583,                0.99035,                0.97696,                 0.9803,                0.93481,                0.34231,                0.29596,                0.86334,             0.00029696,             0.00029696,             0.00029696
                    328,                0.50926,                0.41393,                0.92314,                0.98661,                0.97574,                0.98079,                0.92701,                0.35217,                0.30821,                 0.8677,             0.00029532,             0.00029532,             0.00029532
                    329,                0.49525,                0.39711,                0.92912,                 0.9901,                0.97537,                 0.9806,                0.92657,                0.35656,                0.29858,                0.86995,             0.00029367,             0.00029367,             0.00029367
                    330,                0.51494,                0.41793,                0.93181,                0.99135,                0.97326,                0.98026,                0.92928,                0.34869,                0.29897,                0.86773,             0.00029202,             0.00029202,             0.00029202
                    331,                0.49897,                 0.4055,                0.92209,                0.98849,                 0.9731,                0.98004,                0.92311,                0.36412,                0.30505,                0.87324,             0.00029037,             0.00029037,             0.00029037
                    332,                0.49925,                0.38528,                0.91576,                0.98999,                0.97542,                 0.9803,                0.93107,                0.34381,                0.29485,                0.86699,             0.00028872,             0.00028872,             0.00028872
                    333,                0.52456,                0.40784,                0.93372,                0.99224,                0.97321,                0.97986,                0.92924,                0.34626,                0.30236,                 0.8647,             0.00028707,             0.00028707,             0.00028707
                    334,                0.50278,                0.41576,                0.92781,                0.99199,                0.96975,                0.97998,                0.92872,                0.34755,                0.30509,                0.86335,             0.00028542,             0.00028542,             0.00028542
                    335,                0.51325,                0.40981,                0.92605,                0.99222,                0.97385,                0.98014,                0.93153,                0.34313,                0.29954,                0.86294,             0.00028377,             0.00028377,             0.00028377
                    336,                0.51193,                0.41749,                 0.9303,                0.99225,                0.97478,                0.98078,                 0.9321,                0.34172,                0.28763,                0.86213,             0.00028212,             0.00028212,             0.00028212
                    337,                0.49766,                0.40719,                0.91688,                0.98724,                0.97568,                0.98119,                0.93615,                0.33011,                0.28389,                 0.8585,             0.00028047,             0.00028047,             0.00028047
                    338,                0.50507,                0.39715,                0.90054,                0.98765,                0.97107,                0.98137,                0.92879,                0.34281,                0.29336,                0.86185,             0.00027882,             0.00027882,             0.00027882
                    339,                0.47761,                 0.3828,                0.89987,                0.98584,                0.97597,                0.98132,                 0.9356,                0.33558,                0.29192,                0.85982,             0.00027717,             0.00027717,             0.00027717
                    340,                0.48511,                0.39657,                0.90803,                0.99173,                0.97554,                0.98088,                0.93101,                0.34932,                0.29007,                0.86316,             0.00027552,             0.00027552,             0.00027552
                    341,                0.50022,                0.39036,                0.90939,                0.99137,                0.97561,                0.98061,                0.93487,                0.33151,                0.28384,                0.85676,             0.00027387,             0.00027387,             0.00027387
                    342,                 0.4784,                0.38838,                0.91849,                0.99131,                0.97327,                0.98074,                 0.9297,                0.34174,                0.29075,                0.86041,             0.00027222,             0.00027222,             0.00027222
                    343,                0.48696,                0.41069,                0.92908,                0.98845,                0.97487,                0.98058,                0.92829,                0.34592,                0.30011,                0.86373,             0.00027058,             0.00027058,             0.00027058
                    344,                0.50412,                0.40409,                0.91174,                0.98766,                0.97387,                0.97992,                0.92955,                0.33668,                0.29589,                0.86145,             0.00026893,             0.00026893,             0.00026893
                    345,                 0.5143,                0.41042,                0.92714,                0.98956,                0.97331,                0.97962,                0.93023,                0.34452,                0.29845,                0.86423,             0.00026728,             0.00026728,             0.00026728
                    346,                0.50535,                0.41658,                0.93029,                0.99303,                0.97711,                0.98052,                0.93381,                 0.3411,                0.29016,                0.86182,             0.00026563,             0.00026563,             0.00026563
                    347,                0.46582,                0.38435,                0.88627,                0.99425,                0.97818,                0.98139,                0.93352,                 0.3373,                0.28213,                0.86082,             0.00026398,             0.00026398,             0.00026398
                    348,                0.49669,                0.39944,                0.91234,                0.98541,                0.97224,                0.98112,                0.93602,                0.33052,                0.29453,                0.85789,             0.00026233,             0.00026233,             0.00026233
                    349,                0.49942,                0.40884,                0.93453,                0.98563,                0.97009,                 0.9794,                   0.93,                0.34142,                0.30613,                0.86198,             0.00026068,             0.00026068,             0.00026068
                    350,                0.49523,                0.40667,                0.92017,                 0.9828,                 0.9667,                0.97852,                0.92772,                0.34816,                0.31228,                0.86505,             0.00025903,             0.00025903,             0.00025903
                    351,                0.49396,                0.38697,                0.91018,                0.99237,                0.97453,                0.97952,                 0.9352,                0.33157,                0.28928,                 0.8578,             0.00025738,             0.00025738,             0.00025738
                    352,                0.49014,                 0.3872,                0.91663,                0.98931,                 0.9771,                0.98098,                0.93139,                0.34337,                0.28615,                 0.8627,             0.00025573,             0.00025573,             0.00025573
                    353,                0.49121,                0.39719,                0.90888,                0.98788,                 0.9754,                0.98063,                0.93003,                0.33462,                0.28628,                0.86174,             0.00025408,             0.00025408,             0.00025408
                    354,                 0.4966,                0.41448,                0.91993,                0.98958,                0.97441,                0.98044,                 0.9326,                0.32795,                 0.2861,                0.85989,             0.00025243,             0.00025243,             0.00025243
                    355,                0.47697,                 0.3879,                0.91857,                0.99383,                0.97421,                0.97997,                0.93252,                0.33635,                0.29022,                0.86314,             0.00025078,             0.00025078,             0.00025078
                    356,                0.47814,                0.38739,                0.91233,                0.99232,                0.97375,                0.98101,                0.93244,                0.33486,                0.28493,                0.85962,             0.00024913,             0.00024913,             0.00024913
                    357,                0.50001,                 0.4083,                 0.9188,                0.98817,                0.97192,                  0.981,                0.93688,                0.33911,                0.28522,                0.85974,             0.00024748,             0.00024748,             0.00024748
                    358,                0.49404,                0.38979,                0.91817,                0.98656,                0.97507,                0.97998,                0.93214,                0.34868,                0.29851,                0.86341,             0.00024583,             0.00024583,             0.00024583
                    359,                0.48174,                0.38581,                0.90361,                0.98817,                 0.9738,                0.97976,                0.93159,                0.33276,                0.28945,                0.85772,             0.00024419,             0.00024419,             0.00024419
                    360,                0.50892,                 0.4017,                0.92457,                0.99256,                 0.9766,                0.98073,                0.92977,                0.33772,                0.28784,                0.86077,             0.00024254,             0.00024254,             0.00024254
                    361,                0.48978,                0.41253,                0.91149,                0.99112,                0.97761,                0.98084,                0.93399,                 0.3323,                0.28463,                0.86043,             0.00024089,             0.00024089,             0.00024089
                    362,                0.48264,                0.39028,                0.92004,                0.99307,                 0.9791,                0.98102,                0.93532,                0.32889,                0.27976,                0.85895,             0.00023924,             0.00023924,             0.00023924
                    363,                0.48543,                0.39473,                0.92887,                0.99236,                0.97792,                0.98074,                0.92765,                 0.3521,                0.28816,                0.86674,             0.00023759,             0.00023759,             0.00023759
                    364,                0.48697,                0.38734,                 0.9172,                0.99217,                0.97132,                0.98155,                0.93648,                0.32917,                0.28438,                0.85871,             0.00023594,             0.00023594,             0.00023594
                    365,                0.48972,                0.39963,                0.90912,                0.98782,                0.97466,                0.98158,                0.93402,                0.33243,                0.28479,                0.85885,             0.00023429,             0.00023429,             0.00023429
                    366,                0.49105,                0.38646,                0.92872,                0.99098,                 0.9717,                0.98133,                0.93437,                0.33623,                 0.2858,                 0.8612,             0.00023264,             0.00023264,             0.00023264
                    367,                0.50455,                0.39438,                0.91482,                0.99275,                0.97418,                0.98081,                0.93515,                0.33252,                0.28647,                0.85963,             0.00023099,             0.00023099,             0.00023099
                    368,                0.49777,                0.39497,                0.91293,                0.98967,                0.97728,                0.98072,                0.93106,                0.33388,                0.28436,                0.85907,             0.00022934,             0.00022934,             0.00022934
                    369,                0.48041,                0.39372,                 0.9058,                0.98775,                0.97594,                0.98107,                0.93463,                0.32854,                0.28108,                0.85531,             0.00022769,             0.00022769,             0.00022769
                    370,                0.48493,                0.38709,                0.91827,                0.99222,                0.97782,                0.98139,                0.93966,                0.32677,                0.27695,                0.85536,             0.00022604,             0.00022604,             0.00022604
                    371,                0.49112,                0.39366,                0.91049,                0.99032,                0.97664,                0.98085,                0.93616,                0.32574,                0.28666,                0.85621,             0.00022439,             0.00022439,             0.00022439
                    372,                0.49996,                0.42276,                0.93045,                0.98404,                0.96898,                0.97961,                 0.9361,                0.32602,                0.29959,                0.85595,             0.00022274,             0.00022274,             0.00022274
                    373,                0.47565,                0.38137,                0.89003,                0.99201,                0.97539,                 0.9815,                0.93868,                0.32303,                0.27473,                0.85253,             0.00022109,             0.00022109,             0.00022109
                    374,                0.48321,                0.38847,                0.90631,                0.98953,                0.97529,                0.98145,                0.94046,                0.32019,                0.27381,                0.85157,             0.00021945,             0.00021945,             0.00021945
                    375,                   0.47,                0.38034,                0.91314,                0.99063,                0.97624,                0.98111,                0.93593,                0.33446,                0.28012,                 0.8573,              0.0002178,              0.0002178,              0.0002178
                    376,                0.48706,                0.38214,                0.90259,                0.99013,                0.97842,                0.98025,                0.94196,                0.32835,                0.27559,                0.85467,             0.00021615,             0.00021615,             0.00021615
                    377,                0.46163,                 0.3567,                0.90888,                0.98966,                 0.9783,                 0.9812,                0.93642,                0.33134,                0.27461,                0.85569,              0.0002145,              0.0002145,              0.0002145
                    378,                0.48626,                0.37861,                0.91961,                0.99182,                0.97446,                0.98153,                0.93688,                0.32934,                 0.2755,                0.85658,             0.00021285,             0.00021285,             0.00021285
                    379,                0.46579,                 0.3803,                0.89355,                0.98807,                0.97708,                0.98153,                0.93887,                0.32987,                0.27635,                0.85832,              0.0002112,              0.0002112,              0.0002112
                    380,                0.46675,                0.36781,                0.89599,                0.99111,                0.97773,                0.98159,                0.94018,                0.32311,                 0.2733,                0.85635,             0.00020955,             0.00020955,             0.00020955
                    381,                0.46421,                0.38081,                0.90498,                0.99317,                0.97743,                0.98129,                0.94437,                0.31444,                0.26884,                0.85368,              0.0002079,              0.0002079,              0.0002079
                    382,                0.46242,                0.38062,                 0.9085,                 0.9931,                 0.9781,                0.98119,                 0.9417,                0.31596,                0.27215,                0.85358,             0.00020625,             0.00020625,             0.00020625
                    383,                0.45588,                0.37543,                0.89377,                0.99392,                0.97437,                0.98114,                0.93904,                0.32147,                0.27463,                0.85579,              0.0002046,              0.0002046,              0.0002046
                    384,                0.46175,                0.39089,                0.90325,                0.99082,                0.97823,                 0.9814,                0.93869,                0.31803,                0.27803,                 0.8559,             0.00020295,             0.00020295,             0.00020295
                    385,                0.47828,                0.37802,                0.90523,                0.98805,                0.97611,                0.98111,                0.93806,                0.32395,                 0.2854,                0.85661,              0.0002013,              0.0002013,              0.0002013
                    386,                0.46419,                0.37216,                0.90328,                0.98994,                0.97836,                0.98161,                0.93796,                0.32248,                0.28047,                0.85667,             0.00019965,             0.00019965,             0.00019965
                    387,                0.47663,                0.38058,                 0.8973,                0.99158,                0.97068,                0.98169,                  0.933,                0.33703,                0.27827,                0.86081,               0.000198,               0.000198,               0.000198
                    388,                0.46019,                0.37664,                0.90364,                0.99129,                0.97034,                0.98172,                0.94121,                0.31559,                0.27159,                0.85424,             0.00019635,             0.00019635,             0.00019635
                    389,                 0.4611,                0.37478,                  0.899,                0.99105,                0.97611,                0.98102,                0.93804,                0.33083,                0.27549,                 0.8588,             0.00019471,             0.00019471,             0.00019471
                    390,                0.47031,                 0.3843,                0.92189,                0.99109,                0.97635,                0.98047,                0.94097,                0.32135,                0.27394,                0.85711,             0.00019306,             0.00019306,             0.00019306
                    391,                0.48932,                 0.3826,                0.90021,                 0.9908,                0.97662,                0.98033,                0.93749,                0.33371,                0.27685,                0.85964,             0.00019141,             0.00019141,             0.00019141
                    392,                0.47074,                0.37812,                0.90171,                 0.9923,                0.97643,                0.98106,                0.93822,                0.31902,                0.27019,                0.85289,             0.00018976,             0.00018976,             0.00018976
                    393,                0.48103,                0.38136,                0.90713,                0.99324,                 0.9745,                0.98143,                 0.9423,                0.31338,                 0.2698,                0.84995,             0.00018811,             0.00018811,             0.00018811
                    394,                0.46759,                0.37434,                 0.9176,                0.98712,                0.97412,                0.98145,                0.93874,                0.32016,                0.27251,                 0.8511,             0.00018646,             0.00018646,             0.00018646
                    395,                0.46492,                0.36951,                0.89617,                0.98768,                0.97588,                 0.9813,                0.94216,                0.31493,                0.26845,                 0.8503,             0.00018481,             0.00018481,             0.00018481
                    396,                0.47994,                 0.3647,                0.89323,                0.99209,                0.97382,                 0.9803,                 0.9418,                0.31909,                0.26592,                0.85275,             0.00018316,             0.00018316,             0.00018316
                    397,                0.49028,                0.38777,                0.91091,                0.98992,                0.97452,                0.98002,                0.94123,                0.31624,                0.26762,                0.85181,             0.00018151,             0.00018151,             0.00018151
                    398,                0.48031,                0.37507,                 0.9075,                0.99015,                0.97672,                0.98065,                0.93355,                0.33573,                 0.2743,                 0.8575,             0.00017986,             0.00017986,             0.00017986
                    399,                0.48588,                 0.3822,                0.91139,                0.99194,                0.97573,                0.98093,                0.93656,                0.32672,                0.26984,                 0.8545,             0.00017821,             0.00017821,             0.00017821
                    400,                0.49664,                 0.3866,                0.91402,                0.99087,                0.97678,                0.98092,                0.93844,                0.33129,                0.27191,                0.85706,             0.00017656,             0.00017656,             0.00017656
                    401,                 0.4808,                0.38238,                0.90448,                0.99005,                0.97641,                0.98076,                0.94472,                0.31654,                0.27122,                0.85184,             0.00017491,             0.00017491,             0.00017491
                    402,                0.46707,                0.37145,                0.90956,                0.98976,                 0.9752,                0.98087,                0.94444,                0.31526,                0.27288,                0.85172,             0.00017326,             0.00017326,             0.00017326
                    403,                0.45991,                0.36394,                0.89487,                0.99274,                0.97206,                0.98139,                0.94431,                0.31795,                0.27256,                0.85225,             0.00017161,             0.00017161,             0.00017161
                    404,                0.47813,                0.37919,                0.90306,                0.99234,                0.97817,                 0.9815,                0.94609,                0.31454,                0.26635,                0.85216,             0.00016997,             0.00016997,             0.00016997
                    405,                0.46989,                0.36791,                0.89242,                0.99291,                 0.9774,                0.98149,                0.94716,                0.31022,                0.26413,                 0.8509,             0.00016832,             0.00016832,             0.00016832
                    406,                 0.4599,                0.35773,                0.89513,                0.99265,                0.97488,                0.98141,                0.94738,                0.30779,                0.26486,                 0.8504,             0.00016667,             0.00016667,             0.00016667
                    407,                0.44776,                0.35792,                0.90212,                0.99196,                 0.9748,                 0.9814,                0.94301,                 0.3077,                0.26504,                0.85039,             0.00016502,             0.00016502,             0.00016502
                    408,                0.45959,                0.36416,                0.89941,                0.98894,                0.97681,                0.98129,                0.94266,                0.31405,                0.26727,                0.85275,             0.00016337,             0.00016337,             0.00016337
                    409,                0.42078,                0.34996,                0.90079,                0.98992,                 0.9765,                0.98107,                0.94704,                0.30243,                0.26182,                0.84917,             0.00016172,             0.00016172,             0.00016172
                    410,                0.44843,                0.35767,                0.90818,                 0.9901,                0.97704,                 0.9806,                0.94458,                0.31155,                0.26463,                0.85127,             0.00016007,             0.00016007,             0.00016007
                    411,                0.44419,                0.35622,                0.89046,                 0.9931,                0.97547,                0.98126,                0.94756,                0.30596,                0.26268,                0.84879,             0.00015842,             0.00015842,             0.00015842
                    412,                0.47073,                0.36814,                0.89399,                0.99156,                0.97763,                0.98158,                0.94116,                0.31558,                0.26772,                0.84962,             0.00015677,             0.00015677,             0.00015677
                    413,                0.46957,                 0.3664,                0.89488,                0.98946,                0.98056,                0.98157,                0.94424,                0.30613,                0.26207,                 0.8465,             0.00015512,             0.00015512,             0.00015512
                    414,                0.44936,                0.36504,                0.90196,                0.99082,                0.97779,                0.98175,                0.94617,                0.30349,                0.25989,                0.84475,             0.00015347,             0.00015347,             0.00015347
                    415,                0.46536,                0.37348,                0.90844,                0.99203,                0.97875,                0.98157,                0.94606,                0.30494,                 0.2626,                0.84526,             0.00015182,             0.00015182,             0.00015182
                    416,                0.47184,                0.37422,                 0.8933,                0.98825,                0.97797,                0.98129,                  0.944,                0.31056,                0.26693,                0.84769,             0.00015017,             0.00015017,             0.00015017
                    417,                 0.4499,                0.36201,                0.89052,                0.98859,                0.97755,                0.98159,                0.94496,                0.30916,                0.26418,                0.84749,             0.00014852,             0.00014852,             0.00014852
                    418,                0.47146,                0.36894,                0.91207,                0.99143,                0.97583,                0.98163,                0.94761,                0.30477,                0.26215,                0.84673,             0.00014687,             0.00014687,             0.00014687
                    419,                0.48118,                0.40119,                0.90505,                  0.994,                0.97677,                0.98172,                0.94742,                0.30023,                0.25892,                0.84622,             0.00014523,             0.00014523,             0.00014523
                    420,                0.43702,                0.35773,                0.89631,                  0.994,                0.97779,                0.98144,                0.94829,                0.30098,                0.25882,                0.84818,             0.00014358,             0.00014358,             0.00014358
                    421,                0.43042,                0.35073,                 0.8936,                0.99259,                0.97849,                0.98111,                0.94747,                0.30274,                0.26164,                0.84953,             0.00014193,             0.00014193,             0.00014193
                    422,                0.44506,                0.35268,                0.89006,                0.99277,                0.97854,                 0.9812,                0.94528,                0.30583,                 0.2641,                 0.8501,             0.00014028,             0.00014028,             0.00014028
                    423,                 0.4581,                0.35841,                  0.897,                0.99306,                0.97552,                0.98131,                0.94442,                0.31022,                0.26502,                0.85056,             0.00013863,             0.00013863,             0.00013863
                    424,                0.44688,                0.36253,                 0.8894,                0.98927,                0.97905,                0.98162,                0.94634,                0.30908,                0.26726,                0.85042,             0.00013698,             0.00013698,             0.00013698
                    425,                0.44184,                0.35681,                0.90655,                0.99496,                0.97864,                0.98177,                0.95004,                0.30064,                0.25818,                0.84862,             0.00013533,             0.00013533,             0.00013533
                    426,                0.47388,                0.37942,                0.92185,                0.98929,                0.97909,                0.98119,                 0.9465,                0.30679,                0.26385,                0.85073,             0.00013368,             0.00013368,             0.00013368
                    427,                0.45146,                0.35686,                 0.9014,                0.99031,                0.97535,                0.98117,                0.94429,                0.31347,                0.26812,                0.85209,             0.00013203,             0.00013203,             0.00013203
                    428,                0.44924,                0.35625,                0.88603,                0.99339,                0.97644,                 0.9819,                0.94777,                0.30354,                0.25855,                 0.8475,             0.00013038,             0.00013038,             0.00013038
                    429,                0.47118,                0.37102,                0.90478,                0.98941,                0.97864,                 0.9818,                0.94706,                0.30115,                0.25847,                0.84663,             0.00012873,             0.00012873,             0.00012873
                    430,                0.45324,                0.35905,                0.88308,                0.98878,                0.97748,                0.98179,                0.94643,                0.30601,                0.26097,                 0.8478,             0.00012708,             0.00012708,             0.00012708
                    431,                0.45669,                0.36416,                0.90176,                0.99027,                0.98009,                0.98183,                0.94831,                0.30491,                 0.2586,                0.84836,             0.00012543,             0.00012543,             0.00012543
                    432,                0.44697,                0.35632,                0.89641,                0.98848,                 0.9778,                0.98159,                0.94564,                0.30117,                0.26589,                0.84724,             0.00012378,             0.00012378,             0.00012378
                    433,                0.44618,                0.36346,                0.88996,                 0.9933,                0.97658,                0.98163,                0.94727,                0.30278,                0.26402,                0.84708,             0.00012213,             0.00012213,             0.00012213
                    434,                0.46173,                0.36341,                0.90005,                0.99265,                0.97764,                0.98152,                0.94725,                0.29953,                0.25747,                0.84607,             0.00012049,             0.00012049,             0.00012049
                    435,                0.43808,                0.34655,                0.88567,                 0.9951,                0.97384,                0.98158,                0.94805,                0.30257,                0.25763,                0.84728,             0.00011884,             0.00011884,             0.00011884
                    436,                0.46185,                0.36515,                0.89672,                0.99538,                 0.9738,                0.98171,                0.94807,                0.30372,                0.25893,                 0.8471,             0.00011719,             0.00011719,             0.00011719
                    437,                0.44681,                0.34586,                  0.894,                0.99262,                0.97713,                0.98169,                0.94954,                0.30266,                 0.2586,                0.84739,             0.00011554,             0.00011554,             0.00011554
                    438,                0.43404,                0.34426,                0.89794,                0.99253,                0.97796,                0.98142,                0.94766,                0.30383,                0.25888,                0.84778,             0.00011389,             0.00011389,             0.00011389
                    439,                0.43893,                0.34408,                0.88684,                0.99253,                0.97714,                0.98149,                0.95041,                0.30121,                0.25845,                0.84673,             0.00011224,             0.00011224,             0.00011224
                    440,                0.46415,                0.35818,                0.89301,                0.99349,                0.97359,                0.98171,                0.94957,                0.30058,                0.25845,                0.84585,             0.00011059,             0.00011059,             0.00011059
                    441,                 0.4638,                0.36315,                0.90256,                0.99516,                 0.9726,                 0.9817,                0.94976,                0.29894,                0.25785,                0.84617,             0.00010894,             0.00010894,             0.00010894
                    442,                0.47442,                0.36985,                0.88951,                0.98706,                0.98029,                 0.9815,                0.94769,                0.29997,                0.25658,                0.84605,             0.00010729,             0.00010729,             0.00010729
                    443,                0.45101,                0.35191,                0.89334,                 0.9923,                0.97719,                0.98144,                0.94819,                0.29927,                 0.2562,                0.84553,             0.00010564,             0.00010564,             0.00010564
                    444,                0.45819,                0.36439,                0.89362,                0.99273,                 0.9778,                0.98157,                0.94794,                0.30214,                0.25908,                 0.8466,             0.00010399,             0.00010399,             0.00010399
                    445,                0.44839,                0.34714,                0.89017,                0.99343,                0.97838,                0.98176,                0.94676,                 0.3066,                0.25733,                0.84782,             0.00010234,             0.00010234,             0.00010234
                    446,                0.45145,                 0.3548,                0.89449,                  0.993,                0.97784,                0.98179,                0.94704,                0.30063,                0.25383,                0.84704,             0.00010069,             0.00010069,             0.00010069
                    447,                0.42865,                0.34839,                 0.8888,                0.99323,                0.97764,                0.98175,                0.94967,                0.29703,                0.25127,                0.84611,             9.9044e-05,             9.9044e-05,             9.9044e-05
                    448,                0.44447,                0.34884,                0.89813,                0.99304,                0.97778,                0.98153,                0.95184,                0.29484,                0.25388,                0.84565,             9.7394e-05,             9.7394e-05,             9.7394e-05
                    449,                0.42802,                0.34406,                0.88983,                0.99036,                0.97906,                0.98116,                 0.9509,                0.29638,                0.25949,                0.84655,             9.5745e-05,             9.5745e-05,             9.5745e-05
                    450,                0.47232,                0.36698,                0.89806,                0.99115,                0.97806,                0.98131,                0.95164,                0.29792,                0.26021,                0.84657,             9.4096e-05,             9.4096e-05,             9.4096e-05
                    451,                0.45187,                0.34985,                0.88657,                0.99228,                0.97891,                0.98147,                0.95125,                0.29741,                 0.2592,                0.84592,             9.2446e-05,             9.2446e-05,             9.2446e-05
                    452,                0.45084,                0.35798,                0.88668,                0.99081,                0.98042,                0.98144,                 0.9511,                0.29439,                0.25793,                0.84411,             9.0797e-05,             9.0797e-05,             9.0797e-05
                    453,                  0.449,                0.36695,                 0.8998,                0.99298,                0.98033,                0.98139,                 0.9491,                0.29497,                0.25572,                0.84429,             8.9148e-05,             8.9148e-05,             8.9148e-05
                    454,                0.46739,                0.37455,                0.90638,                0.99448,                0.97652,                 0.9816,                0.94705,                0.29662,                0.25488,                0.84469,             8.7498e-05,             8.7498e-05,             8.7498e-05
                    455,                0.45736,                0.35952,                0.91023,                 0.9927,                0.97701,                0.98177,                0.94721,                0.30027,                0.25666,                0.84575,             8.5849e-05,             8.5849e-05,             8.5849e-05
                    456,                0.45866,                0.36407,                0.91188,                0.99192,                0.97711,                0.98167,                0.94933,                0.29572,                0.25737,                0.84471,               8.42e-05,               8.42e-05,               8.42e-05
                    457,                0.44903,                0.35833,                0.90017,                0.99347,                0.97586,                0.98183,                0.95207,                0.29335,                0.25411,                0.84352,              8.255e-05,              8.255e-05,              8.255e-05
                    458,                0.43137,                0.34754,                0.89821,                0.99137,                0.97882,                0.98211,                0.94751,                0.30059,                0.25257,                0.84463,             8.0901e-05,             8.0901e-05,             8.0901e-05
                    459,                0.43343,                0.34352,                0.89201,                0.99552,                0.97397,                0.98216,                0.95123,                0.29351,                0.25044,                0.84228,             7.9252e-05,             7.9252e-05,             7.9252e-05
                    460,                 0.4653,                0.36701,                0.90074,                0.99362,                0.97274,                0.98206,                0.95261,                0.29283,                0.25288,                0.84068,             7.7602e-05,             7.7602e-05,             7.7602e-05
                    461,                0.45367,                0.35944,                0.90467,                0.99445,                0.97484,                0.98203,                0.95299,                0.29029,                0.25106,                 0.8394,             7.5953e-05,             7.5953e-05,             7.5953e-05
                    462,                0.43817,                0.34023,                0.88639,                0.99607,                0.97546,                0.98194,                0.95226,                 0.2885,                0.24733,                0.83926,             7.4304e-05,             7.4304e-05,             7.4304e-05
