                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.71015,                0.62029,                 1.0364,                0.96822,                0.94465,                 0.9696,                0.85682,                0.51729,                0.49573,                0.96555,             0.00060209,             0.00060209,             0.00060209
                    143,                0.73965,                 0.6257,                 1.0281,                0.92893,                0.94969,                0.96591,                0.85092,                0.53229,                 0.5336,                0.97209,             0.00060044,             0.00060044,             0.00060044
                    144,                0.71105,                0.67687,                 1.0539,                0.94484,                0.94416,                0.96544,                0.86863,                0.47885,                0.51526,                0.94154,             0.00059879,             0.00059879,             0.00059879
                    145,                0.70198,                0.63181,                 1.0336,                0.95813,                0.94538,                  0.969,                0.86393,                0.49205,                0.48126,                0.94753,             0.00059714,             0.00059714,             0.00059714
                    146,                0.69845,                 0.6475,                 1.0459,                0.94482,                0.93783,                0.97015,                0.86584,                 0.4941,                0.51189,                0.94543,              0.0005955,              0.0005955,              0.0005955
                    147,                0.64066,                0.62771,                 1.0143,                0.96855,                0.95066,                0.97073,                0.86817,                0.47733,                0.47753,                0.93997,             0.00059385,             0.00059385,             0.00059385
                    148,                0.64102,                0.59755,                0.99723,                0.91832,                0.95236,                0.96571,                0.86445,                0.47793,                0.51615,                0.94412,              0.0005922,              0.0005922,              0.0005922
                    149,                0.69417,                0.60388,                 1.0335,                 0.9715,                0.96262,                0.97091,                0.86673,                0.47666,                 0.4579,                0.94487,             0.00059055,             0.00059055,             0.00059055
                    150,                0.67735,                0.60394,                 1.0157,                0.96848,                0.96007,                 0.9688,                0.86431,                0.49251,                0.46088,                0.95248,              0.0005889,              0.0005889,              0.0005889
                    151,                0.66754,                0.60971,                 1.0252,                0.96715,                0.93227,                0.96797,                 0.8719,                 0.4888,                0.49249,                0.95343,             0.00058725,             0.00058725,             0.00058725
                    152,                0.75684,                0.65128,                 1.0627,                   0.97,                 0.9477,                0.97026,                0.86016,                0.51766,                0.50451,                0.96025,              0.0005856,              0.0005856,              0.0005856
                    153,                0.68154,                0.60964,                 1.0243,                0.97745,                0.95811,                0.97227,                0.87138,                0.48505,                0.45633,                0.94957,             0.00058395,             0.00058395,             0.00058395
                    154,                0.66886,                0.61696,                 1.0139,                0.95847,                0.95311,                0.96756,                0.86893,                0.48448,                0.47099,                0.95172,              0.0005823,              0.0005823,              0.0005823
                    155,                0.66417,                0.58906,                 1.0015,                0.96253,                0.95915,                0.96585,                0.86459,                0.49772,                0.47957,                0.95562,             0.00058065,             0.00058065,             0.00058065
                    156,                0.69411,                 0.6156,                 1.0012,                0.91413,                0.91688,                0.95411,                0.85625,                0.48493,                0.55741,                0.94916,               0.000579,               0.000579,               0.000579
                    157,                0.66728,                0.59774,                 1.0043,                0.96778,                0.96341,                0.96815,                0.86894,                0.47257,                0.46324,                0.94214,             0.00057735,             0.00057735,             0.00057735
                    158,                0.68699,                0.60726,                0.99941,                0.97266,                0.95107,                0.97141,                 0.8693,                0.47728,                0.45073,                 0.9372,              0.0005757,              0.0005757,              0.0005757
                    159,                0.68308,                0.59744,                 1.0297,                 0.9699,                0.95024,                0.96962,                0.86704,                 0.4837,                 0.4526,                0.93906,             0.00057405,             0.00057405,             0.00057405
                    160,                0.68693,                0.60325,                 1.0287,                0.96843,                0.95261,                0.96936,                0.86482,                0.49745,                0.45467,                0.94499,              0.0005724,              0.0005724,              0.0005724
                    161,                0.67235,                0.55721,                 1.0083,                0.96302,                 0.9607,                0.96779,                0.86807,                0.47147,                0.44908,                 0.9379,             0.00057075,             0.00057075,             0.00057075
                    162,                0.67125,                0.57834,                 1.0195,                0.96875,                0.95327,                0.96951,                0.86263,                0.49286,                0.46799,                0.94146,             0.00056911,             0.00056911,             0.00056911
                    163,                0.66406,                0.58724,                 1.0036,                0.96772,                 0.9539,                0.96885,                0.86782,                0.47107,                0.44649,                0.93816,             0.00056746,             0.00056746,             0.00056746
                    164,                0.67325,                0.58828,                 1.0341,                0.97185,                0.95761,                0.97099,                0.87407,                0.47079,                0.44931,                0.93883,             0.00056581,             0.00056581,             0.00056581
                    165,                0.63882,                0.54959,                0.97772,                0.96982,                0.94981,                0.96888,                0.87778,                0.46072,                0.45143,                0.93508,             0.00056416,             0.00056416,             0.00056416
                    166,                0.66597,                0.60341,                 1.0154,                0.97202,                0.95277,                0.96931,                0.87567,                0.48058,                0.46321,                0.94202,             0.00056251,             0.00056251,             0.00056251
                    167,                0.64905,                 0.5729,                 1.0104,                0.96531,                0.96193,                0.97146,                0.88083,                0.45367,                0.44292,                0.92833,             0.00056086,             0.00056086,             0.00056086
                    168,                 0.6665,                 0.6044,                 1.0271,                0.94323,                0.92932,                0.96468,                0.86966,                0.47515,                0.50768,                0.93908,             0.00055921,             0.00055921,             0.00055921
                    169,                0.63817,                 0.5784,                0.99674,                0.96464,                0.94824,                0.96551,                0.86355,                0.48488,                0.46798,                0.93749,             0.00055756,             0.00055756,             0.00055756
                    170,                0.63517,                0.55236,                0.97871,                0.97073,                 0.9606,                0.96845,                0.86876,                0.49152,                0.44245,                0.94017,             0.00055591,             0.00055591,             0.00055591
                    171,                0.64557,                0.55536,                0.98097,                0.94935,                0.96064,                0.96833,                0.87667,                0.45726,                0.45557,                0.92293,             0.00055426,             0.00055426,             0.00055426
                    172,                0.67414,                0.58931,                 1.0067,                0.96907,                0.95695,                0.97044,                0.87443,                0.47236,                 0.4382,                0.93194,             0.00055261,             0.00055261,             0.00055261
                    173,                0.62325,                0.54801,                0.97451,                0.97298,                0.95803,                0.96844,                0.88347,                0.44394,                0.42781,                0.92259,             0.00055096,             0.00055096,             0.00055096
                    174,                0.66948,                0.58236,                 1.0158,                 0.9365,                0.93405,                0.96784,                0.86525,                0.49102,                0.50134,                0.94131,             0.00054931,             0.00054931,             0.00054931
                    175,                0.64546,                0.54561,                0.98475,                0.97048,                0.96023,                0.97395,                0.87626,                0.47836,                0.44697,                0.93571,             0.00054766,             0.00054766,             0.00054766
                    176,                0.64753,                0.54841,                0.98546,                0.96814,                0.96483,                0.97382,                 0.8574,                0.53503,                 0.4575,                0.96743,             0.00054601,             0.00054601,             0.00054601
                    177,                0.65795,                0.56042,                 1.0011,                0.93889,                0.94556,                0.96914,                 0.8768,                0.45878,                0.46992,                0.93726,             0.00054437,             0.00054437,             0.00054437
                    178,                0.64428,                0.58403,                 1.0012,                0.92417,                0.93073,                0.96511,                0.86014,                0.50475,                0.49897,                0.96083,             0.00054272,             0.00054272,             0.00054272
                    179,                0.64135,                0.53905,                 1.0122,                0.97399,                0.94932,                0.97125,                0.88177,                0.44597,                0.43489,                0.93203,             0.00054107,             0.00054107,             0.00054107
                    180,                0.60483,                 0.5476,                0.99001,                 0.9731,                0.95247,                0.96829,                0.87522,                0.45441,                0.42894,                 0.9314,             0.00053942,             0.00053942,             0.00053942
                    181,                 0.6251,                0.54304,                0.97895,                0.90887,                0.93908,                0.95884,                0.86759,                0.45397,                0.47274,                0.92922,             0.00053777,             0.00053777,             0.00053777
                    182,                0.63247,                0.54794,                0.95664,                0.96146,                0.96552,                0.97376,                0.86948,                0.51249,                 0.4211,                0.94749,             0.00053612,             0.00053612,             0.00053612
                    183,                  0.609,                0.55416,                0.99078,                0.96767,                0.95651,                0.97435,                0.89416,                0.42794,                0.42931,                0.91898,             0.00053447,             0.00053447,             0.00053447
                    184,                0.63099,                0.56984,                0.99891,                0.97797,                0.96132,                0.97288,                0.88826,                0.43436,                0.41746,                0.91889,             0.00053282,             0.00053282,             0.00053282
                    185,                0.63552,                0.56075,                0.99638,                0.97597,                0.95273,                0.97554,                0.88663,                 0.4414,                0.41153,                0.91761,             0.00053117,             0.00053117,             0.00053117
                    186,                0.61322,                 0.5147,                0.96268,                0.95226,                 0.9378,                0.96851,                0.87963,                0.44188,                0.44744,                0.91854,             0.00052952,             0.00052952,             0.00052952
                    187,                0.60786,                0.51942,                 0.9662,                0.96082,                 0.9588,                0.97165,                0.88212,                0.45173,                0.42588,                0.92405,             0.00052787,             0.00052787,             0.00052787
                    188,                0.65847,                0.53672,                0.99101,                0.96838,                0.95629,                0.97456,                0.88772,                0.42801,                0.43052,                0.91489,             0.00052622,             0.00052622,             0.00052622
                    189,                0.60666,                0.52517,                0.96549,                0.97762,                0.96385,                0.97523,                0.88147,                0.45487,                0.40964,                0.92329,             0.00052457,             0.00052457,             0.00052457
                    190,                0.63274,                0.53973,                0.97995,                0.96075,                0.96309,                0.97366,                 0.8844,                0.45413,                0.42904,                0.92227,             0.00052292,             0.00052292,             0.00052292
                    191,                0.61326,                0.53673,                0.99587,                0.97327,                0.96507,                0.97309,                0.88658,                  0.434,                0.40557,                0.91623,             0.00052127,             0.00052127,             0.00052127
                    192,                0.64232,                 0.5514,                0.97948,                0.97578,                0.95787,                0.97289,                 0.8813,                0.46287,                0.42174,                0.92778,             0.00051963,             0.00051963,             0.00051963
                    193,                0.62545,                0.51719,                0.98127,                0.96643,                0.96681,                 0.9725,                0.86885,                 0.4777,                0.42299,                0.92671,             0.00051798,             0.00051798,             0.00051798
                    194,                0.62764,                0.53596,                0.96468,                0.97649,                 0.9609,                0.97359,                0.88366,                0.47407,                0.41987,                0.92977,             0.00051633,             0.00051633,             0.00051633
                    195,                0.62336,                0.52227,                0.98575,                0.97263,                0.96487,                0.97388,                0.88926,                0.43118,                0.40554,                0.91506,             0.00051468,             0.00051468,             0.00051468
                    196,                 0.6272,                0.53628,                0.97642,                0.97681,                0.96217,                0.97596,                0.88946,                0.44258,                0.40876,                0.91553,             0.00051303,             0.00051303,             0.00051303
                    197,                0.61745,                0.53209,                 1.0102,                 0.9678,                  0.951,                0.97406,                0.88639,                 0.4532,                0.42179,                0.92004,             0.00051138,             0.00051138,             0.00051138
                    198,                0.61012,                0.52058,                0.96914,                0.97312,                  0.967,                0.97489,                0.89048,                0.43789,                0.39533,                0.91367,             0.00050973,             0.00050973,             0.00050973
                    199,                0.64122,                 0.5523,                 1.0238,                  0.975,                0.96611,                0.97574,                 0.8923,                0.43085,                 0.3872,                0.90943,             0.00050808,             0.00050808,             0.00050808
                    200,                0.58644,                0.52684,                 0.9698,                0.97314,                0.95669,                0.97431,                0.88034,                 0.4558,                0.41709,                0.91772,             0.00050643,             0.00050643,             0.00050643
                    201,                0.62197,                0.52078,                0.96948,                0.97797,                0.95781,                0.97387,                 0.8875,                0.43325,                 0.4112,                0.91127,             0.00050478,             0.00050478,             0.00050478
                    202,                0.60472,                0.55193,                0.99677,                0.97513,                0.96203,                0.97293,                 0.8868,                0.43039,                0.41129,                0.90988,             0.00050313,             0.00050313,             0.00050313
                    203,                0.63327,                0.54156,                0.98105,                0.97218,                0.96606,                0.97071,                0.89081,                0.41769,                0.41295,                0.90862,             0.00050148,             0.00050148,             0.00050148
                    204,                0.57143,                0.48512,                0.96441,                0.96042,                0.96931,                0.97682,                0.89313,                0.43323,                0.39431,                0.91511,             0.00049983,             0.00049983,             0.00049983
                    205,                0.61754,                0.53682,                 0.9897,                0.97664,                 0.9703,                0.97694,                 0.8922,                0.43237,                0.39725,                0.91508,             0.00049818,             0.00049818,             0.00049818
                    206,                 0.5881,                0.48519,                0.96491,                0.97421,                0.95757,                0.97126,                0.89104,                0.42446,                0.40606,                0.91363,             0.00049653,             0.00049653,             0.00049653
                    207,                 0.6223,                 0.5312,                0.98637,                0.97215,                0.96309,                0.97407,                0.89173,                0.42852,                0.40628,                0.91641,             0.00049489,             0.00049489,             0.00049489
                    208,                0.60029,                0.50091,                 0.9582,                0.96992,                  0.956,                0.97129,                0.88967,                  0.425,                0.40423,                0.91167,             0.00049324,             0.00049324,             0.00049324
                    209,                0.60149,                0.52074,                0.98989,                0.96498,                 0.9621,                0.97226,                0.88788,                 0.4288,                0.40201,                0.91367,             0.00049159,             0.00049159,             0.00049159
                    210,                 0.5845,                0.50518,                0.96788,                0.97128,                0.96149,                 0.9745,                0.89508,                0.41109,                0.39926,                0.90429,             0.00048994,             0.00048994,             0.00048994
                    211,                0.59627,                0.50305,                0.97346,                0.97399,                 0.9571,                0.97469,                0.89783,                0.41813,                0.38941,                0.90529,             0.00048829,             0.00048829,             0.00048829
                    212,                0.59017,                0.52119,                0.96088,                 0.9767,                0.96653,                0.97576,                0.89293,                 0.4397,                0.39131,                 0.9121,             0.00048664,             0.00048664,             0.00048664
                    213,                0.59472,                0.51723,                0.95929,                0.97335,                0.96551,                0.97496,                0.89912,                0.41311,                0.37992,                0.90161,             0.00048499,             0.00048499,             0.00048499
                    214,                 0.5905,                0.49708,                0.95285,                 0.9782,                0.96146,                0.97563,                0.89047,                0.43971,                0.38397,                 0.9122,             0.00048334,             0.00048334,             0.00048334
                    215,                0.63216,                0.52653,                0.97927,                 0.9727,                0.96971,                0.97802,                 0.8955,                0.42666,                0.37527,                 0.9049,             0.00048169,             0.00048169,             0.00048169
                    216,                0.59855,                0.49361,                0.97362,                0.97712,                0.96344,                0.97683,                0.89569,                 0.4218,                0.37914,                0.90372,             0.00048004,             0.00048004,             0.00048004
                    217,                0.57851,                0.48925,                0.95502,                0.97843,                0.95778,                 0.9749,                0.89252,                0.42976,                0.40183,                0.90949,             0.00047839,             0.00047839,             0.00047839
                    218,                0.61198,                0.52207,                0.98682,                0.97127,                 0.9618,                0.97401,                0.89431,                0.41826,                0.38837,                0.90581,             0.00047674,             0.00047674,             0.00047674
                    219,                0.60881,                0.50933,                0.96655,                0.96999,                 0.9655,                0.97077,                0.89034,                0.42398,                0.39433,                0.90712,             0.00047509,             0.00047509,             0.00047509
                    220,                0.59254,                0.50198,                0.96581,                0.97311,                0.96679,                0.97526,                0.89381,                0.42569,                0.38678,                0.90732,             0.00047344,             0.00047344,             0.00047344
                    221,                 0.5837,                0.50368,                0.94538,                0.96924,                0.95673,                0.97539,                0.90167,                0.41068,                0.38691,                0.90068,             0.00047179,             0.00047179,             0.00047179
                    222,                0.57431,                0.49577,                0.97699,                0.97251,                0.96154,                0.97642,                0.90467,                  0.404,                0.38044,                0.89836,             0.00047015,             0.00047015,             0.00047015
                    223,                0.59124,                0.50861,                0.95753,                0.98328,                0.96895,                0.97765,                0.89946,                0.42066,                 0.3726,                0.90495,              0.0004685,              0.0004685,              0.0004685
                    224,                0.58947,                 0.4944,                 0.9484,                0.98085,                0.97252,                0.97719,                0.90332,                0.40798,                 0.3689,                 0.9052,             0.00046685,             0.00046685,             0.00046685
                    225,                0.56771,                0.49351,                0.96177,                0.97916,                0.96627,                0.97768,                0.90493,                0.40444,                0.35769,                0.90395,              0.0004652,              0.0004652,              0.0004652
                    226,                0.56901,                0.49326,                 0.9667,                 0.9797,                0.97015,                0.97743,                0.90759,                0.40018,                0.35563,                0.90231,             0.00046355,             0.00046355,             0.00046355
                    227,                0.57312,                0.50411,                0.97378,                0.96958,                 0.9683,                0.97623,                0.90949,                0.39775,                0.39043,                0.90348,              0.0004619,              0.0004619,              0.0004619
                    228,                 0.5657,                0.49756,                0.96755,                0.96825,                0.96751,                0.97749,                0.90954,                0.39454,                0.36925,                 0.8962,             0.00046025,             0.00046025,             0.00046025
                    229,                0.58052,                0.49985,                0.97341,                0.97096,                0.96525,                0.97523,                0.90415,                0.39837,                0.36494,                0.89558,              0.0004586,              0.0004586,              0.0004586
                    230,                0.55773,                0.50131,                0.94988,                0.90534,                0.93917,                0.96146,                0.88908,                0.39804,                0.45704,                0.89863,             0.00045695,             0.00045695,             0.00045695
                    231,                0.56514,                 0.5068,                0.95516,                0.97821,                0.96736,                0.97499,                0.90059,                0.40803,                0.38496,                0.90154,              0.0004553,              0.0004553,              0.0004553
                    232,                 0.5926,                0.49608,                0.95523,                0.98075,                0.96496,                0.97682,                0.90377,                0.40884,                0.37352,                0.89841,             0.00045365,             0.00045365,             0.00045365
                    233,                0.55729,                0.48847,                0.95427,                0.95834,                0.95164,                0.97565,                0.90674,                0.39478,                0.38086,                 0.8942,               0.000452,               0.000452,               0.000452
                    234,                0.56799,                0.47234,                0.94337,                0.97758,                0.96616,                0.97499,                0.90268,                0.39442,                0.37299,                0.89582,             0.00045035,             0.00045035,             0.00045035
                    235,                0.58408,                0.50644,                0.95984,                0.97421,                0.96376,                0.97469,                0.90407,                 0.3993,                0.37229,                0.89542,              0.0004487,              0.0004487,              0.0004487
                    236,                0.55995,                   0.46,                0.94801,                0.98173,                0.97039,                0.97711,                0.90577,                0.39696,                0.36125,                0.89127,             0.00044705,             0.00044705,             0.00044705
                    237,                0.56198,                0.46696,                0.95161,                0.98102,                0.96574,                0.97631,                0.90873,                 0.3867,                0.34817,                0.88886,             0.00044541,             0.00044541,             0.00044541
                    238,                0.54927,                0.45805,                0.95455,                0.98334,                0.97353,                0.97751,                0.91493,                0.38088,                0.33869,                0.88996,             0.00044376,             0.00044376,             0.00044376
                    239,                0.55304,                0.46668,                0.94457,                0.98018,                0.97261,                0.97784,                0.90548,                  0.398,                0.34708,                0.89319,             0.00044211,             0.00044211,             0.00044211
                    240,                0.53964,                0.46771,                0.94488,                0.97785,                0.97527,                0.97654,                0.90745,                0.39115,                0.34957,                0.89153,             0.00044046,             0.00044046,             0.00044046
                    241,                0.58327,                0.46794,                0.97501,                0.98429,                0.96974,                0.97661,                 0.9084,                0.39134,                 0.3519,                0.88876,             0.00043881,             0.00043881,             0.00043881
                    242,                 0.5999,                0.49367,                0.96262,                 0.9872,                0.97109,                0.97745,                0.91052,                0.38221,                0.34895,                0.88696,             0.00043716,             0.00043716,             0.00043716
                    243,                0.56831,                0.45944,                 0.9367,                0.98703,                0.96934,                0.97771,                0.90491,                0.40162,                0.35226,                0.88991,             0.00043551,             0.00043551,             0.00043551
                    244,                0.59392,                0.47851,                 0.9468,                0.98018,                0.97108,                0.97704,                0.90928,                 0.3954,                0.34809,                0.88996,             0.00043386,             0.00043386,             0.00043386
                    245,                0.56579,                0.48245,                0.95261,                0.98364,                0.96676,                0.97772,                 0.9055,                0.39491,                0.35215,                0.89035,             0.00043221,             0.00043221,             0.00043221
                    246,                0.55821,                0.47171,                 0.9231,                0.98333,                0.96965,                0.97839,                0.90663,                 0.3931,                0.35144,                0.89145,             0.00043056,             0.00043056,             0.00043056
                    247,                0.54679,                0.46605,                  0.945,                0.98084,                0.97076,                0.97833,                0.91105,                0.38672,                0.34757,                0.88815,             0.00042891,             0.00042891,             0.00042891
                    248,                0.59696,                 0.4915,                0.96881,                0.98149,                0.96639,                0.97739,                0.90293,                0.41252,                0.36212,                0.89606,             0.00042726,             0.00042726,             0.00042726
                    249,                0.55743,                0.47366,                0.94455,                0.98534,                0.96726,                0.97726,                0.91659,                0.37676,                0.34123,                0.88422,             0.00042561,             0.00042561,             0.00042561
                    250,                0.55361,                0.47393,                0.93275,                0.97756,                0.96994,                0.97661,                0.90418,                0.40413,                  0.359,                0.89575,             0.00042396,             0.00042396,             0.00042396
                    251,                0.54043,                0.45543,                0.95251,                0.98246,                0.97353,                0.97905,                0.90927,                0.39313,                0.33785,                0.88836,             0.00042231,             0.00042231,             0.00042231
                    252,                0.58346,                0.46733,                0.96751,                0.98306,                0.96991,                0.97798,                0.90921,                0.39802,                0.34717,                0.89573,             0.00042066,             0.00042066,             0.00042066
                    253,                0.59177,                0.49569,                0.96846,                0.98232,                0.97243,                0.97827,                0.89376,                0.43049,                0.36303,                0.90126,             0.00041902,             0.00041902,             0.00041902
                    254,                0.55741,                0.45677,                0.94174,                0.98251,                0.97168,                0.97675,                0.91043,                0.37813,                0.34731,                0.88184,             0.00041737,             0.00041737,             0.00041737
                    255,                0.54522,                 0.4592,                0.95387,                0.98144,                0.97207,                0.97803,                0.90925,                0.38929,                 0.3426,                0.88522,             0.00041572,             0.00041572,             0.00041572
                    256,                0.53424,                0.43722,                0.92873,                0.97949,                0.97191,                0.97723,                0.90837,                0.38524,                0.34345,                0.88385,             0.00041407,             0.00041407,             0.00041407
                    257,                0.55493,                0.47405,                0.95145,                 0.9687,                0.96591,                0.97468,                0.90426,                0.39993,                0.36438,                0.88878,             0.00041242,             0.00041242,             0.00041242
                    258,                0.54876,                0.46827,                0.95185,                0.97091,                0.96886,                0.97535,                0.91231,                0.37786,                0.35616,                0.88105,             0.00041077,             0.00041077,             0.00041077
                    259,                0.56395,                0.45688,                0.95043,                0.98162,                0.97213,                0.97837,                 0.9091,                0.39521,                0.33977,                0.88531,             0.00040912,             0.00040912,             0.00040912
                    260,                 0.5761,                0.46995,                0.95509,                0.97817,                0.97073,                0.97803,                0.91077,                 0.3907,                0.34983,                0.88445,             0.00040747,             0.00040747,             0.00040747
                    261,                0.56093,                0.46845,                0.95556,                0.97437,                0.96857,                0.97625,                0.90817,                0.39239,                0.35073,                0.88519,             0.00040582,             0.00040582,             0.00040582
                    262,                0.57751,                 0.4626,                0.94978,                0.97642,                 0.9699,                0.97718,                0.91295,                0.38715,                0.33917,                0.88242,             0.00040417,             0.00040417,             0.00040417
                    263,                0.51987,                0.45132,                  0.932,                 0.9834,                0.96892,                0.97797,                0.90994,                0.39233,                0.34147,                0.88698,             0.00040252,             0.00040252,             0.00040252
                    264,                0.59942,                0.47315,                 0.9603,                0.98484,                0.96857,                0.97886,                0.91219,                 0.3936,                0.33842,                0.88361,             0.00040087,             0.00040087,             0.00040087
                    265,                0.53279,                0.45716,                0.94877,                0.98838,                0.97412,                 0.9786,                0.91663,                0.38296,                0.33352,                0.88118,             0.00039922,             0.00039922,             0.00039922
                    266,                0.56139,                0.46373,                0.95016,                0.98208,                0.96852,                0.97808,                0.91122,                 0.3852,                  0.338,                0.88136,             0.00039757,             0.00039757,             0.00039757
                    267,                0.54959,                0.46096,                0.95289,                0.98554,                0.97449,                0.97919,                0.91725,                0.37575,                0.32483,                0.87789,             0.00039592,             0.00039592,             0.00039592
                    268,                0.53642,                0.43757,                0.94746,                0.96939,                0.96907,                0.97887,                0.91214,                0.39855,                0.35523,                0.89771,             0.00039428,             0.00039428,             0.00039428
                    269,                0.56321,                0.46593,                0.96498,                0.98196,                0.97308,                0.97847,                0.91177,                0.38766,                0.33163,                0.88779,             0.00039263,             0.00039263,             0.00039263
                    270,                0.53127,                0.43278,                0.93422,                 0.9862,                0.96367,                0.97822,                0.91049,                0.39647,                0.34076,                0.89204,             0.00039098,             0.00039098,             0.00039098
                    271,                0.53508,                0.43369,                0.92216,                0.98638,                0.97182,                0.97862,                0.91022,                0.38902,                0.33613,                0.88751,             0.00038933,             0.00038933,             0.00038933
                    272,                0.59479,                0.46824,                0.95364,                0.98655,                0.97304,                0.97969,                 0.9043,                0.40773,                0.34391,                0.89505,             0.00038768,             0.00038768,             0.00038768
                    273,                0.54284,                0.44733,                0.94567,                0.97897,                 0.9715,                0.97871,                0.91579,                0.38016,                0.33403,                0.88361,             0.00038603,             0.00038603,             0.00038603
                    274,                0.51997,                0.43628,                0.92408,                0.98653,                0.96719,                0.97769,                0.91686,                0.37987,                0.33552,                0.88293,             0.00038438,             0.00038438,             0.00038438
                    275,                0.51687,                0.43094,                0.93631,                0.98566,                0.96884,                0.97935,                0.91962,                0.36691,                 0.3297,                0.87928,             0.00038273,             0.00038273,             0.00038273
                    276,                0.54705,                0.44063,                0.94103,                0.98573,                0.96805,                0.97843,                0.90416,                0.40105,                0.33797,                0.89466,             0.00038108,             0.00038108,             0.00038108
                    277,                0.55075,                0.45722,                0.94953,                0.97223,                0.96188,                 0.9772,                0.91249,                0.37895,                0.35244,                0.88411,             0.00037943,             0.00037943,             0.00037943
                    278,                0.55403,                0.44007,                0.93897,                0.98696,                0.96403,                0.97925,                0.89785,                0.42872,                0.34039,                 0.9002,             0.00037778,             0.00037778,             0.00037778
                    279,                0.55154,                 0.4428,                0.92943,                0.98474,                0.96939,                0.97933,                 0.9201,                0.36681,                0.32067,                0.88014,             0.00037613,             0.00037613,             0.00037613
                    280,                0.53508,                0.43901,                0.94632,                 0.9861,                0.97324,                0.97808,                 0.9168,                0.36811,                0.32532,                0.87845,             0.00037448,             0.00037448,             0.00037448
                    281,                0.54197,                0.45545,                0.94204,                0.98625,                0.97451,                0.97876,                0.91467,                0.38474,                 0.3309,                0.88366,             0.00037283,             0.00037283,             0.00037283
                    282,                0.54994,                 0.4507,                0.95022,                0.97768,                 0.9713,                0.97895,                0.91284,                0.38197,                0.33169,                0.88207,             0.00037118,             0.00037118,             0.00037118
                    283,                0.50188,                0.42982,                0.91954,                0.98011,                0.97017,                0.97877,                0.92428,                0.35944,                0.32788,                0.87648,             0.00036954,             0.00036954,             0.00036954
                    284,                0.54732,                0.43217,                0.94463,                  0.987,                 0.9706,                0.97978,                0.92471,                0.36487,                 0.3208,                 0.8781,             0.00036789,             0.00036789,             0.00036789
                    285,                0.53775,                 0.4563,                0.95486,                 0.9924,                0.96253,                0.98012,                0.92663,                 0.3558,                0.31516,                0.87354,             0.00036624,             0.00036624,             0.00036624
                    286,                0.55242,                0.45769,                0.94114,                0.98985,                 0.9687,                0.98027,                0.92308,                0.36548,                0.32709,                0.87826,             0.00036459,             0.00036459,             0.00036459
                    287,                0.55006,                0.45541,                0.93149,                0.97836,                0.96748,                0.97871,                0.91914,                0.37168,                0.33066,                0.87989,             0.00036294,             0.00036294,             0.00036294
                    288,                0.51916,                0.42804,                0.92866,                0.97833,                0.96795,                0.97592,                0.91269,                0.37361,                0.33406,                0.87776,             0.00036129,             0.00036129,             0.00036129
                    289,                0.53558,                0.43561,                0.94189,                0.98652,                0.97287,                0.97869,                0.92098,                0.36583,                0.32081,                0.87537,             0.00035964,             0.00035964,             0.00035964
                    290,                0.52655,                0.43482,                0.91515,                0.98734,                 0.9735,                 0.9804,                 0.9203,                0.37231,                 0.3172,                0.87488,             0.00035799,             0.00035799,             0.00035799
                    291,                 0.5356,                0.44991,                0.92928,                0.98144,                0.97697,                 0.9801,                0.92209,                0.37037,                0.31398,                 0.8758,             0.00035634,             0.00035634,             0.00035634
                    292,                0.53283,                0.43273,                 0.9303,                0.98803,                0.97185,                0.97925,                0.92256,                0.36054,                0.31953,                0.87299,             0.00035469,             0.00035469,             0.00035469
                    293,                0.51543,                0.42225,                0.91848,                0.98612,                0.97158,                0.97819,                0.91089,                0.38013,                0.32829,                0.87832,             0.00035304,             0.00035304,             0.00035304
                    294,                0.54828,                0.44478,                0.95269,                0.98784,                0.97313,                0.97694,                0.91575,                0.37832,                0.32253,                0.87969,             0.00035139,             0.00035139,             0.00035139
                    295,                0.53043,                0.44076,                0.94245,                0.98399,                0.97736,                0.97846,                0.92157,                0.36193,                0.31056,                0.87372,             0.00034974,             0.00034974,             0.00034974
                    296,                0.53922,                0.42602,                0.93827,                0.98149,                0.97235,                0.97804,                0.90962,                0.38409,                0.33268,                0.88129,             0.00034809,             0.00034809,             0.00034809
                    297,                0.54999,                0.43759,                0.92801,                0.98696,                 0.9747,                0.97949,                0.91992,                0.36448,                0.32046,                0.87421,             0.00034644,             0.00034644,             0.00034644
                    298,                0.51766,                0.42761,                0.93706,                0.99127,                0.97411,                0.98012,                0.92163,                0.35929,                0.30954,                0.87287,              0.0003448,              0.0003448,              0.0003448
                    299,                0.51572,                 0.4235,                0.92794,                0.99097,                0.97479,                0.98023,                0.92299,                0.36654,                0.30463,                0.87585,             0.00034315,             0.00034315,             0.00034315
                    300,                0.49517,                0.41915,                0.92804,                0.98847,                0.97378,                  0.979,                0.92335,                0.36073,                0.30981,                0.87249,              0.0003415,              0.0003415,              0.0003415
                    301,                0.54247,                0.43744,                 0.9334,                0.98359,                0.97383,                0.97955,                0.92165,                0.35665,                0.31001,                0.86991,             0.00033985,             0.00033985,             0.00033985
                    302,                0.53141,                0.42781,                0.91778,                  0.988,                0.97539,                0.97983,                0.92378,                0.35945,                0.30946,                0.87193,              0.0003382,              0.0003382,              0.0003382
